OrderID,CustomerID,DishID,Feedback,Rating,Sentiment
O01401,C0076,R165,"Very good, will order again",4,Positive
O01402,C0054,R132,"Very good, will order again",4,Positive
O01403,C0162,R23,Average experience,3,Neutral
O01404,C0081,R4,Too spicy for me,3,Neutral
O01405,C0249,R136,Will not order this again,3,Neutral
O01406,C0051,R13,"Very good, will order again",4,Positive
O01407,C0025,R150,Perfectly cooked and tasty,5,Very Positive
O01408,C0112,R71,Too spicy for me,3,Neutral
O01409,C0047,R19,"Very good, will order again",4,Positive
O01410,C0240,R10,Perfectly cooked and tasty,5,Very Positive
O01411,C0180,R23,Perfectly cooked and tasty,5,Very Positive
O01412,C0206,R15,Too spicy for me,3,Neutral
O01413,C0285,R71,"Very good, will order again",4,Positive
O01414,C0116,R148,Excellent taste and service,4,Positive
O01415,C0206,R86,Too spicy for me,3,Neutral
O01416,C0296,R6,Not satisfied with the taste,2,Negative
O01417,C0192,R120,Perfectly cooked and tasty,5,Very Positive
O01418,C0275,R59,Service was slow but food good,4,Positive
O01419,C0024,R13,Perfectly cooked and tasty,5,Very Positive
O01420,C0264,R16,Service was slow but food good,4,Positive
O01421,C0288,R100,Perfectly cooked and tasty,5,Very Positive
O01422,C0253,R127,Not satisfied with the taste,2,Negative
O01423,C0052,R63,Will not order this again,3,Neutral
O01424,C0167,R18,"Food was okay, can be improved",5,Very Positive
O01425,C0008,R105,"Loved it, highly recommended",5,Very Positive
O01426,C0028,R134,Not satisfied with the taste,2,Negative
O01427,C0317,R133,Too spicy for me,3,Neutral
O01428,C0135,R33,"Food was okay, can be improved",5,Very Positive
O01429,C0231,R48,Perfectly cooked and tasty,5,Very Positive
O01430,C0165,R82,Will not order this again,3,Neutral
O01431,C0099,R76,Will not order this again,3,Neutral
O01432,C0196,R81,Excellent taste and service,4,Positive
O01433,C0217,R120,Average experience,3,Neutral
O01434,C0035,R147,"Loved it, highly recommended",5,Very Positive
O01435,C0170,R144,Too spicy for me,3,Neutral
O01436,C0007,R143,Too spicy for me,3,Neutral
O01437,C0124,R164,Excellent taste and service,4,Positive
O01438,C0316,R15,Service was slow but food good,4,Positive
O01439,C0068,R73,Will not order this again,3,Neutral
O01440,C0217,R134,Too spicy for me,3,Neutral
O01441,C0078,R146,"Loved it, highly recommended",5,Very Positive
O01442,C0062,R60,Too spicy for me,3,Neutral
O01443,C0222,R89,Not satisfied with the taste,2,Negative
O01444,C0182,R135,Service was slow but food good,4,Positive
O01445,C0160,R90,Perfectly cooked and tasty,5,Very Positive
O01446,C0271,R37,Service was slow but food good,4,Positive
O01447,C0085,R64,Will not order this again,3,Neutral
O01448,C0095,R44,Excellent taste and service,4,Positive
O01449,C0039,R150,Will not order this again,3,Neutral
O01450,C0194,R146,Will not order this again,3,Neutral
O01451,C0147,R16,Service was slow but food good,4,Positive
O01452,C0129,R140,Excellent taste and service,4,Positive
O01453,C0068,R24,Service was slow but food good,4,Positive
O01454,C0014,R112,"Loved it, highly recommended",5,Very Positive
O01455,C0122,R76,Will not order this again,3,Neutral
O01456,C0069,R103,Service was slow but food good,4,Positive
O01457,C0048,R160,"Food was okay, can be improved",5,Very Positive
O01458,C0034,R100,Excellent taste and service,4,Positive
O01459,C0324,R7,"Loved it, highly recommended",5,Very Positive
O01460,C0048,R168,"Loved it, highly recommended",5,Very Positive
O01461,C0028,R138,Not satisfied with the taste,2,Negative
O01462,C0038,R164,Excellent taste and service,4,Positive
O01463,C0047,R81,Perfectly cooked and tasty,5,Very Positive
O01464,C0215,R12,"Loved it, highly recommended",5,Very Positive
O01465,C0299,R165,Too spicy for me,3,Neutral
O01466,C0312,R146,"Food was okay, can be improved",5,Very Positive
O01467,C0006,R83,"Loved it, highly recommended",5,Very Positive
O01468,C0185,R45,"Very good, will order again",4,Positive
O01469,C0301,R168,Service was slow but food good,4,Positive
O01470,C0179,R146,Perfectly cooked and tasty,5,Very Positive
O01471,C0312,R9,Will not order this again,3,Neutral
O01472,C0305,R85,Service was slow but food good,4,Positive
O01473,C0201,R111,Will not order this again,3,Neutral
O01474,C0218,R89,Average experience,3,Neutral
O01475,C0142,R127,Perfectly cooked and tasty,5,Very Positive
O01476,C0015,R162,"Very good, will order again",4,Positive
O01477,C0275,R143,Will not order this again,3,Neutral
O01478,C0124,R132,Average experience,3,Neutral
O01479,C0310,R61,Service was slow but food good,4,Positive
O01480,C0130,R169,Service was slow but food good,4,Positive
O01481,C0071,R5,Average experience,3,Neutral
O01482,C0044,R76,Perfectly cooked and tasty,5,Very Positive
O01483,C0012,R85,"Very good, will order again",4,Positive
O01484,C0139,R158,Will not order this again,3,Neutral
O01485,C0195,R140,Perfectly cooked and tasty,5,Very Positive
O01486,C0275,R27,Perfectly cooked and tasty,5,Very Positive
O01487,C0291,R131,"Food was okay, can be improved",5,Very Positive
O01488,C0306,R1,Too spicy for me,3,Neutral
O01489,C0057,R6,"Food was okay, can be improved",5,Very Positive
O01490,C0029,R62,Not satisfied with the taste,2,Negative
O01491,C0248,R140,"Very good, will order again",4,Positive
O01492,C0254,R48,Perfectly cooked and tasty,5,Very Positive
O01493,C0138,R73,"Food was okay, can be improved",5,Very Positive
O01494,C0282,R37,Excellent taste and service,4,Positive
O01495,C0300,R128,"Loved it, highly recommended",5,Very Positive
O01496,C0005,R80,Will not order this again,3,Neutral
O01497,C0062,R67,Average experience,3,Neutral
O01498,C0183,R100,Will not order this again,3,Neutral
O01499,C0303,R11,"Very good, will order again",4,Positive
O01500,C0316,R84,Perfectly cooked and tasty,5,Very Positive
O01501,C0005,R155,Not satisfied with the taste,2,Negative
O01502,C0278,R36,Perfectly cooked and tasty,5,Very Positive
O01503,C0066,R18,"Food was okay, can be improved",5,Very Positive
O01504,C0049,R116,Average experience,3,Neutral
O01505,C0305,R75,"Very good, will order again",4,Positive
O01506,C0008,R124,Will not order this again,3,Neutral
O01507,C0106,R54,"Loved it, highly recommended",5,Very Positive
O01508,C0083,R10,Too spicy for me,3,Neutral
O01509,C0192,R37,Not satisfied with the taste,2,Negative
O01510,C0045,R1,Will not order this again,3,Neutral
O01511,C0226,R150,Too spicy for me,3,Neutral
O01512,C0277,R83,Perfectly cooked and tasty,5,Very Positive
O01513,C0146,R17,Excellent taste and service,4,Positive
O01514,C0021,R112,"Loved it, highly recommended",5,Very Positive
O01515,C0049,R53,Excellent taste and service,4,Positive
O01516,C0224,R139,"Food was okay, can be improved",5,Very Positive
O01517,C0091,R55,Perfectly cooked and tasty,5,Very Positive
O01518,C0097,R132,"Loved it, highly recommended",5,Very Positive
O01519,C0139,R127,Service was slow but food good,4,Positive
O01520,C0016,R71,Service was slow but food good,4,Positive
O01521,C0033,R72,"Food was okay, can be improved",5,Very Positive
O01522,C0276,R79,Perfectly cooked and tasty,5,Very Positive
O01523,C0196,R116,Too spicy for me,3,Neutral
O01524,C0003,R149,Service was slow but food good,4,Positive
O01525,C0031,R9,Will not order this again,3,Neutral
O01526,C0051,R16,Average experience,3,Neutral
O01527,C0225,R76,Average experience,3,Neutral
O01528,C0113,R67,Service was slow but food good,4,Positive
O01529,C0270,R89,"Food was okay, can be improved",5,Very Positive
O01530,C0138,R75,"Food was okay, can be improved",5,Very Positive
O01531,C0054,R79,Average experience,3,Neutral
O01532,C0030,R165,Excellent taste and service,4,Positive
O01533,C0296,R61,Perfectly cooked and tasty,5,Very Positive
O01534,C0010,R103,"Food was okay, can be improved",5,Very Positive
O01535,C0059,R124,Service was slow but food good,4,Positive
O01536,C0315,R120,"Food was okay, can be improved",5,Very Positive
O01537,C0095,R158,Too spicy for me,3,Neutral
O01538,C0016,R24,Will not order this again,3,Neutral
O01539,C0329,R159,"Food was okay, can be improved",5,Very Positive
O01540,C0239,R59,Perfectly cooked and tasty,5,Very Positive
O01541,C0240,R2,Will not order this again,3,Neutral
O01542,C0136,R72,Will not order this again,3,Neutral
O01543,C0029,R2,Too spicy for me,3,Neutral
O01544,C0329,R20,Not satisfied with the taste,2,Negative
O01545,C0326,R146,"Very good, will order again",4,Positive
O01546,C0317,R159,"Loved it, highly recommended",5,Very Positive
O01547,C0110,R103,Will not order this again,3,Neutral
O01548,C0294,R27,Not satisfied with the taste,2,Negative
O01549,C0113,R148,Not satisfied with the taste,2,Negative
O01550,C0247,R36,"Very good, will order again",4,Positive
O01551,C0283,R80,"Very good, will order again",4,Positive
O01552,C0218,R28,Perfectly cooked and tasty,5,Very Positive
O01553,C0018,R84,"Food was okay, can be improved",5,Very Positive
O01554,C0114,R29,Not satisfied with the taste,2,Negative
O01555,C0077,R21,"Very good, will order again",4,Positive
O01556,C0188,R80,"Food was okay, can be improved",5,Very Positive
O01557,C0008,R146,Too spicy for me,3,Neutral
O01558,C0084,R78,Not satisfied with the taste,2,Negative
O01559,C0318,R68,Too spicy for me,3,Neutral
O01560,C0058,R160,Too spicy for me,3,Neutral
O01561,C0086,R116,Service was slow but food good,4,Positive
O01562,C0211,R168,"Food was okay, can be improved",5,Very Positive
O01563,C0137,R59,Excellent taste and service,4,Positive
O01564,C0222,R100,Average experience,3,Neutral
O01565,C0073,R53,Not satisfied with the taste,2,Negative
O01566,C0135,R111,"Loved it, highly recommended",5,Very Positive
O01567,C0141,R53,"Very good, will order again",4,Positive
O01568,C0113,R12,Excellent taste and service,4,Positive
O01569,C0149,R112,Service was slow but food good,4,Positive
O01570,C0031,R128,Service was slow but food good,4,Positive
O01571,C0073,R18,Perfectly cooked and tasty,5,Very Positive
O01572,C0142,R32,Service was slow but food good,4,Positive
O01573,C0322,R133,Perfectly cooked and tasty,5,Very Positive
O01574,C0248,R36,Too spicy for me,3,Neutral
O01575,C0027,R139,Too spicy for me,3,Neutral
O01576,C0048,R85,Service was slow but food good,4,Positive
O01577,C0106,R146,Perfectly cooked and tasty,5,Very Positive
O01578,C0039,R85,"Very good, will order again",4,Positive
O01579,C0201,R63,"Loved it, highly recommended",5,Very Positive
O01580,C0030,R68,Will not order this again,3,Neutral
O01581,C0302,R32,Will not order this again,3,Neutral
O01582,C0203,R26,Service was slow but food good,4,Positive
O01583,C0227,R80,"Very good, will order again",4,Positive
O01584,C0052,R117,"Food was okay, can be improved",5,Very Positive
O01585,C0218,R149,Service was slow but food good,4,Positive
O01586,C0240,R9,Average experience,3,Neutral
O01587,C0171,R11,Excellent taste and service,4,Positive
O01588,C0261,R38,"Very good, will order again",4,Positive
O01589,C0223,R2,Too spicy for me,3,Neutral
O01590,C0195,R27,"Food was okay, can be improved",5,Very Positive
O01591,C0030,R169,Excellent taste and service,4,Positive
O01592,C0181,R142,"Food was okay, can be improved",5,Very Positive
O01593,C0116,R63,"Very good, will order again",4,Positive
O01594,C0270,R84,"Loved it, highly recommended",5,Very Positive
O01595,C0256,R15,Average experience,3,Neutral
O01596,C0244,R59,Not satisfied with the taste,2,Negative
O01597,C0302,R158,"Food was okay, can be improved",5,Very Positive
O01598,C0305,R14,Excellent taste and service,4,Positive
O01599,C0263,R42,Average experience,3,Neutral
O01600,C0160,R32,Not satisfied with the taste,2,Negative
O01601,C0034,R13,Will not order this again,3,Neutral
O01602,C0165,R128,"Food was okay, can be improved",5,Very Positive
O01603,C0255,R10,Will not order this again,3,Neutral
O01604,C0169,R157,"Very good, will order again",4,Positive
O01605,C0213,R50,"Loved it, highly recommended",5,Very Positive
O01606,C0199,R149,Too spicy for me,3,Neutral
O01607,C0070,R42,Service was slow but food good,4,Positive
O01608,C0189,R127,Average experience,3,Neutral
O01609,C0027,R35,Perfectly cooked and tasty,5,Very Positive
O01610,C0154,R105,Excellent taste and service,4,Positive
O01611,C0197,R81,Will not order this again,3,Neutral
O01612,C0066,R142,Average experience,3,Neutral
O01613,C0318,R20,Service was slow but food good,4,Positive
O01614,C0074,R157,Not satisfied with the taste,2,Negative
O01615,C0044,R132,Average experience,3,Neutral
O01616,C0257,R48,"Very good, will order again",4,Positive
O01617,C0214,R55,Service was slow but food good,4,Positive
O01618,C0242,R79,"Loved it, highly recommended",5,Very Positive
O01619,C0007,R30,"Loved it, highly recommended",5,Very Positive
O01620,C0285,R45,Too spicy for me,3,Neutral
O01621,C0313,R10,Perfectly cooked and tasty,5,Very Positive
O01622,C0145,R161,Excellent taste and service,4,Positive
O01623,C0259,R142,"Loved it, highly recommended",5,Very Positive
O01624,C0083,R17,Perfectly cooked and tasty,5,Very Positive
O01625,C0179,R45,"Very good, will order again",4,Positive
O01626,C0015,R61,Service was slow but food good,4,Positive
O01627,C0319,R158,Average experience,3,Neutral
O01628,C0033,R8,"Food was okay, can be improved",5,Very Positive
O01629,C0030,R3,"Loved it, highly recommended",5,Very Positive
O01630,C0242,R7,Excellent taste and service,4,Positive
O01631,C0311,R36,Not satisfied with the taste,2,Negative
O01632,C0239,R36,Service was slow but food good,4,Positive
O01633,C0012,R136,"Very good, will order again",4,Positive
O01634,C0073,R14,Average experience,3,Neutral
O01635,C0099,R80,Service was slow but food good,4,Positive
O01636,C0277,R152,Not satisfied with the taste,2,Negative
O01637,C0024,R103,Service was slow but food good,4,Positive
O01638,C0172,R150,Average experience,3,Neutral
O01639,C0082,R56,Average experience,3,Neutral
O01640,C0328,R105,"Loved it, highly recommended",5,Very Positive
O01641,C0041,R8,Average experience,3,Neutral
O01642,C0058,R72,Excellent taste and service,4,Positive
O01643,C0130,R4,"Food was okay, can be improved",5,Very Positive
O01644,C0138,R76,Perfectly cooked and tasty,5,Very Positive
O01645,C0220,R164,Too spicy for me,3,Neutral
O01646,C0090,R16,Not satisfied with the taste,2,Negative
O01647,C0052,R161,"Very good, will order again",4,Positive
O01648,C0048,R152,"Food was okay, can be improved",5,Very Positive
O01649,C0050,R137,Too spicy for me,3,Neutral
O01650,C0259,R163,Not satisfied with the taste,2,Negative
O01651,C0078,R64,Excellent taste and service,4,Positive
O01652,C0179,R127,Will not order this again,3,Neutral
O01653,C0036,R19,"Very good, will order again",4,Positive
O01654,C0278,R64,"Very good, will order again",4,Positive
O01655,C0180,R143,"Food was okay, can be improved",5,Very Positive
O01656,C0238,R144,Will not order this again,3,Neutral
O01657,C0057,R12,Will not order this again,3,Neutral
O01658,C0010,R79,Not satisfied with the taste,2,Negative
O01659,C0104,R157,"Food was okay, can be improved",5,Very Positive
O01660,C0310,R71,Will not order this again,3,Neutral
O01661,C0024,R3,Perfectly cooked and tasty,5,Very Positive
O01662,C0258,R63,Average experience,3,Neutral
O01663,C0159,R111,Service was slow but food good,4,Positive
O01664,C0054,R90,"Food was okay, can be improved",5,Very Positive
O01665,C0208,R18,Service was slow but food good,4,Positive
O01666,C0279,R7,Average experience,3,Neutral
O01667,C0253,R48,"Loved it, highly recommended",5,Very Positive
O01668,C0222,R169,"Food was okay, can be improved",5,Very Positive
O01669,C0045,R61,"Loved it, highly recommended",5,Very Positive
O01670,C0106,R73,"Loved it, highly recommended",5,Very Positive
O01671,C0172,R67,Too spicy for me,3,Neutral
O01672,C0097,R119,Service was slow but food good,4,Positive
O01673,C0330,R86,"Food was okay, can be improved",5,Very Positive
O01674,C0026,R43,Will not order this again,3,Neutral
O01675,C0104,R12,"Loved it, highly recommended",5,Very Positive
O01676,C0138,R169,Too spicy for me,3,Neutral
O01677,C0310,R132,"Food was okay, can be improved",5,Very Positive
O01678,C0134,R26,Not satisfied with the taste,2,Negative
O01679,C0173,R56,Not satisfied with the taste,2,Negative
O01680,C0242,R13,"Food was okay, can be improved",5,Very Positive
O01681,C0083,R80,Too spicy for me,3,Neutral
O01682,C0104,R57,Will not order this again,3,Neutral
O01683,C0209,R139,Perfectly cooked and tasty,5,Very Positive
O01684,C0138,R13,"Loved it, highly recommended",5,Very Positive
O01685,C0242,R67,Not satisfied with the taste,2,Negative
